file_name,text_extract,supp_name,supp_vat,date,amount,currency
Da Paulo (43),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 6385 25.07.2019 TISCH 155 23:01:03 3 Aqua Pan. 11 11.20 33.60 5 San Pellegri 11 11.20 56.00 1 Scalopp. Limone 35.50 35.50 1 Scalop. Marsala 35.50 35.50 3 Filleto Tegamino 41.50 124.50 6 Espresso 4.60 27.60 1 Espr. Macchi. 4.60 4.60 3 Sanbitter 5.50 16.50 1 Crodino 5.50 5.50 1 Pferdefilet 150g 34.50 34.50 1 Rib-Eye 300g 59.5 59.50 5 1 kugel 3.80 19.00 1 Griechischer 20.50 20.50 2 GemüseSommen 27.50 55.00 3 Aperol Spritz 12.00 36.00 3 Martini Bianco 8.50 25.50 1 Caesar salat 28.50 28.50 1 Poulet Sommer 27.50 27.50 1 Lachs Sommer 29.50 29.50 1 CrevetteSommer 34.50 34.50 1 Arnais 7.80 7.80 1 Zusätzlichegetränke 3.50 3.50 3 K1.CrudoParma 14.50 43.50 1 Tomaten+Cipolla 8.50 8.50 1 Mista 9.50 9.50 1 K1.Caprese 14.50 14.50 1 COFFEE TIME 9.00 9.00 1 mit nusli fies 3.00 3.00 Rechnungsbetrag Fr. 808.60 Eur 735.10 MWST NETTO STEUER BRUTTO 1=7.7% 750.79 57.81 808.60 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,25.07.2019,808.6,CHF
Da Paulo (44),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 Rechnung 9390 04.11.2019 TISCH 66 20:51:54 1 Feldschl. 5dl 6.70 6.70 2 Stange 3dl 4.70 9.40 1 Rinds Filet 250g 51.50 51.50 1 PenneOrtolana 23.50 23.50 1 +100g 10.00 10.00 Rechnungsbetrag Fr. 101.10 Eur 91.90 MWST NETTO STEUER BRUTTO 1 = 7.7% 93.87 7.23 101.10 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,04.11.2019,101.1,CHF
Da Paulo (45),RISTORANTE DA with PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 321 11.01.2018 TISCH 20 14:17:06 2 Hit 5 29.90 59.80 2 San Pell. 5dl 6.00 12.00 2 Aqua Pan. 5dl 6.00 12.00 1 A.Schorle 5.00 5.00 2 Hit 6 27.90 55.80 1 Menu 1 15.90 15.90 Rechnungsbetrag Fr. 160.50 Eur 139.60 MWST NETTO STEUER BRUTTO 1 = 8.0% 148.61 11.89 160.50 Es bediente Sie Paulo Vielen Dank und auf Wiedersehen bis zum nächsten mal... CHE-237.307.037 MWST,RISTORANTE DA with PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-237.307.037,11.01.2018,160.5,CHF
Da Paulo (46),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 8009 22.09.2018 TISCH 73 18:54:43 1 K1.Spa.Arrabiata 18.50 18.50 1 Kl. Pollo 17.50 17.50 1 1dl Tamaral 7.90 7.90 1 Espresso 4.50 4.50 1 Karaffe Wasser 3.00 3.00 2 Verde 8.50 17.00 1 KINDER BOLOGNESE 12.50 12.50 Rechnungsbetrag Fr. 80.90 . Eur 73.50 MWST NETTO STEUER BRUTTO 1 = 7.7% 75.12 5.78 80.90 Es bediente Sie Cosimo Vielen Dank und auf Wiedersehen bis zum nächsten mal... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,22.09.2018,80.9,CHF
Da Paulo (47),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 9632 11.11.2019 TISCH 78 22:48:12 1 San Pellegri 11 11.20 11.20 5 1dl Papale 7.80 39.00 1 Rib-Eye 200g 48.50 48.50 2 Aperol Spritz 12.00 24.00 1 Wildschweinfilet 39.50 39.50 1 K1.CrudoParma 14.50 14.50 Rechnungsbetrag Fr. 176.70 Eur 160.60 MWST NETTO STEUER BRUTTO 1 = 7.7% 164.07 12.63 176.70 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,11.11.2019,176.7,CHF
Da Paulo (48),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 3717 27.04.2019 TISCH 4 21:53:53 1 GnoGorgonzola 22.50 22.50 2 Aqua Pan. 11 11.20 22.40 2 Filleto Tegamino 41.50 83.00 1 Espresso 4.60 4.60 1 Koff. frei Espresso 4.60 4.60 1 Papale fl. 52.00 52.00 1 Cou. Romanoff 12.50 12.50 1 Pferdefilet 250g 44.50 44.50 1 1 kugel 3.50 3.50 1 2 kugel 7.00 7.00 1 Spargel Natur 27.50 27.50 1 Kl.CrudoParma 14.50 14.50 2 ICE COFFEE 10.50 21.00 1 Caramel 8.50 8.50 1 mit bayles 2.00 2.00 Rechnungsbetrag Fr. 330.10 Eur 300.10 MWST NETTO STEUER BRUTTO 1=7.7% 306.50 23.60 330.10 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,27.04.2019,330.1,CHF
Da Paulo (49),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 21 Rechnung 3843 02.05.2019 TISCH 14 20:33:18 2 Hugo 10.50 21.00 1 Aqua Pan. 5dl 6.30 6.30 1 Kl. Vegetariana 17.50 17.50 1 Kl. Carbonara 18.50 18.50 1 Trio Classico 10.50 10.50 1 Espresso 4.60 4.60 1 Crema Pomodoro 9.50 9.50 1 Rucola 13.50 13.50 1 ICE COFFEE 10.50 10.50 Rechnungsbetrag Fr. 111.90 Eur 101.70 MWST NETTO STEUER BRUTTO 1 = 7.7% 103.90 8.00 111.90 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,02.05.2019,111.9,CHF
Da Paulo (5),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschläsiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 10446 07.12.2019 TISCH 28 21:40:46 1 Hugo 10.50 10.50 1 Tagli Piemontese 27.50 27.50 1 Tagl. Salmone 29.50 29.50 1 Coca Cola 5.30 5.30 1 Cola Zero 5.30 5.30 1 Fanta 5.30 5.30 2 Aqua Pan. 11 11.20 22.40 2 San Pellegri 11 11.20 22.40 1 Scalopp. Limone 35.50 35.50 4 Cordon Bleu 29.50 118.00 2 Espresso 4.60 9.20 2 Kaffee Creme 4.60 9.20 1 Primeburger300g 34.50 34.50 1 Baileys 10.50 10.50 1 Papale fl. 52.00 52.00 1 Rinds Filet 250g 51.50 51.50 3 Aperol Spritz 12.00 36.00 1 Martini Bianco 8.50 8.50 2 Bruschetta 8.50 17.00 3 Mista 9.50 28.50 1 Kl.Caprese 14.50 14.50 1 Prosciutto 18.50 18.50 1 Tiramisu 9.50 9.50 1 Vanilla Berries 11.50 11.50 1 Sorbet Cassis 12.50 12.50 1 COFFEE TIME 9.00 9.00 Rechnungsbetrag Fr. 614.10 Eur 558.30 MWST NETTO STEUER BRUTTO ==7.7% 570.19 43.91 614.10 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,07.12.2019,614.1,CHF
Da Paulo (50),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 10347 04.12.2019 TISCH 68 22:32:58 1 Coca Cola 5.30 5.30 5 Aqua Pan. 11 11.20 56.00 2 Taglia. Padrone 28.50 57.00 5 Filleto Tegamino 41.50 207.50 5 Espresso 4.60 23.00 2 +100g 11.00 22.00 1 Papale fl. 52.00 52.00 1 F1. Pinot Grigio 48.00 48.00 2 Rinds Filet 250g 51.50 103.00 1 1 kugel 3.80 3.80 2 Bruschetta 8.50 17.00 1 Tomaten+Cipolla 8.50 8.50 3 Mista 9.50 28.50 1 K1.Caprese 14.50 14.50 1 Crema Pomodoro 9.50 9.50 2 Tiramisu 9.50 19.00 1 Banana Split 11.50 11.50 1 Vanilla Berries 11.50 11.50 1 Sorbet Cassis 12.50 12.50 1 Rahm 1.50 1.50 Rechnungsbetrag Fr. 711.60 Eur 646.90 MWST NETTO STEUER BRUTTO 1 = 7.7% 660.72 50.88 711.60 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,04.12.2019,711.6,CHF
Da Paulo (51),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 21 Rechnung 2785 27.03.2019 TISCH 69 19:05:24 . 1 Coca Cola 5.30 5.30 1 Bitter Lemon 5.30 5.30 1 Aqua Pan. 5dl 6.30 6.30 2 Eistee 5.30 10.60 1 DangeloProvencale 35.50 35.50 1 Filetto.Balsamico 41.50 41.50 1 Kl. Fagottini 24.50 24.50 1 Primeburger300g 34.50 34.50 1 Spargel Coktail 19.50 19.50 1 RizCasimir 24.50 24.50 Rechnungsbetrag Fr. 207.50 Eur 188.60 MWST NETTO STEUER BRUTTO 1=7.7% 192.66 14.84 207.50 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,27.03.2019,207.5,CHF
Da Paulo (52),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschläsiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 10449 07.12.2019 TISCH 68 21:54:01 20 Coca Cola 5.30 106.00 5 Aqua Pan. 11 11.20 56.00 4 San Pellegri 11 11.20 44.80 1 Saltinbocca Romana 37.50 37.50 3 Filleto Tegamino 41.50 124.50 5 Espresso 4.60 23.00 5 Kaffee Creme 4.60 23.00 2 Absolut Vodka 11.50 23.00 2 Stange 3dl 4.70 9.40 3 Kürbis suppe 9.50 28.50 11 Papale fl. 52.00 572.00 12 Rinds Filet 250g 51.50 618.00 2 Rib-Eye 300g 59.50 119.00 4 1 kugel 3.80 15.20 1 2 kugel 7.60 7.60 10 Chardonnay 6.80 68.00 1 Martini Bianco 8.50 8.50 4 Souffle 11.50 46.00 2 Zusätzlichegetränke 3.50 7.00 17 +100g 10.00 170.00 8 Verde 8.50 68.00 2 Mista 9.50 19.00 4 Kl.Caprese 14.50 58.00 3 Crema Pomodoro 9.50 28.50 2 Steinpilz Suppe 11.50 23.00 1 Tonno 18.50 18.50 1 Pizza Padrone 24.50 24.50 1 Pan Cotta 9.50 9.50 5 Banana Split 11.50 57.50 4 Cou Denemark 11.50 46.00 1 + 6.00 SFr. 6.00 6.00 1 Rahm 1.50 1.50 Rechnungsbetrag Fr. 2467.00 Eur 2242.70 MWST NETTO STEUER BRUTTO 1=7.7% 2290.62 176.38 2467.00 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,07.12.2019,2467,CHF
Da Paulo (53),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 4495 24.05.2019 TISCH 150 13:36:23 1 Menü 3 Pizza 19.90 19.90 1 P.Carbonara 21.50 21.50 1 Cola Zero 5.30 5.30 4 San Pell. 5dl 6.30 25.20 3 Eistee 5.30 15.90 1 Rivella blau 5.30 5.30 1 K1. Margeritta 14.50 14.50 4 Espresso 4.60 18.40 2 Doppio 6.60 13.20 1 Schwarztee 4.50 4.50 3 Salat Eglifilet 29.50 88.50 1 Hit 6 32.90 32.90 1 Menu 2 23.90 23.90 1 Bruschetta 8.50 8.50 1 Salatteller 18.50 18.50 Rechnungsbetrag Fr. 316.00 Eur 287.30 MWST NETTO STEUER BRUTTO 1=7.7% 293.41 22.59 316.00 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,24.05.2019,316,CHF
Da Paulo (54),RISTORANTE DA working PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 21 Rechnung 7110 17.08.2019 TISCH 152 22:08:46 1 Feldschl. alkfrei 5.20 5.20 1 Coca Cola 5.30 5.30 2 Aqua Pan. 11 11.20 22.40 1 Tartufo 9.50 9.50 4 Sanbitter 5.50 22.00 1 Stange 3d1 4.70 4.70 3 2 kugel 7.60 22.80 3 Aperol Spritz 12.00 36.00 2 Mista 9.50 19.00 1 Rucola 13.50 13.50 2 KINDER BOLOGNESE 13.50 27.00 2 4 Stagioni 20.50 41.00 1 Calzone 21.50 21.50 2 Gamberoni Ruc. 24.50 49.00 1 Hawaii 18.50 18.50 1 Tiramisu 9.50 9.50 1 Coup Baileys 12.50 12.50 Rechnungsbetrag Fr. 339.40 Eur 308.50 MWST NETTO STEUER BRUTTO 1 = 7.7 % 315.13 24.27 339.40 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,17.08.2019,339.4,CHF
Da Paulo (55),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 4262 16.05.2019 TISCH 76 22:05:59 2 Aqua Pan. 5dl 6.30 12.60 1 Espresso 4.60 4.60 1 Sanbitter 5.50 5.50 1 Nüssli Fiesta 25.50 25.50 1 Martini Bianco 8.50 8.50 1 Bruschetta 8.50 8.50 1 Crema Pomodoro 9.50 9.50 1 Minestrone 9.50 9.50 Rechnungsbetrag Fr. 84.20 Eur 76.50 MWST NETTO STEUER BRUTTO 1 = 7.7% 78.18 6.02 84.20 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.52 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.52,16.05.2019,84.2,CHF
Da Paulo (56),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 2119 07.03.2019 TISCH 68 22:00:52 3 COFFEE TIME 8.00 24.00 Rechnungsbetrag Fr. 24.00 Eur 21.80 MWST NETTO STEUER BRUTTO 1 = 7.7% 22.28 1.72 24.00 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,07.03.2019,24,CHF
Da Paulo (57),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 7351 24.08.2019 TISCH 157 22:16:17 1 Feldschl. 5dl 6.70 6.70 1 Panache 3dl 4.70 4.70 1 Hugo 10.50 10.50 1 San Pellegri 11 11.20 11.20 1 Schwe. Paniert 27.50 27.50 1 Stange 3dl 4.70 4.70 1 Glass Hahnenwasser 1.00 1.00 5 Aperol Spritz 12.00 60.00 1 Miss Italia 24.50 24.50 3 Extra 2.00 6.00 1 K1.CrudoParma 14.50 14.50 1 Mista 9.50 9.50 1 Kl.Caprese 14.50 14.50 2 K1.SteakSalat 13.50 27.00 1 Kl.Antip Misto 19.50 19.50 1 KINDER SCALOPPINA 19.50 19.50 1 Prosciutto 18.50 18.50 1 Calzone 21.50 21.50 1 Gamberoni Ruc. 24.50 24.50 1 Pizza Padrone 24.50 24.50 Rechnungsbetrag Fr. 350.30 Eur 318.50 MWST NETTO STEUER BRUTTO 1 = 7.7 % 325.26 25.04 350.30 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,24.08.2019,350.3,CHF
Da Paulo (58),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 3563 TISCH 70 20.04.2019 20:53:18 1 Feldschl. 2dl 4.20 1 San Pell. 5dl 4.20 6.30 2 Espresso 6.30 4.60 2 Stange 3dl 9.20 4.70 1 Papale fl. 9.40 52.00 52.00 2 Entrecote Spargeln 40.50 81.00 2 Menusalat 4.50 9.00 1 COFFEE TIME 8.00 8.00 Rechnungsbetrag Fr. 179.10 Eur 162.80 MWST NETTO STEUER BRUTTO 1 = 7.7% 166.30 12.80 179.10 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,20.04.2019,179.1,CHF
Da Paulo (59),RISTORANTE DA MARATHON PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 3474 17.04.2019 TISCH 78 13:24:53 1 Menü 3 Pizza 19.90 19.90 1 Cola Zero 5.30 5.30 3 Aqua Pan. 11 11.20 33.60 3 San Pellegri 11 11.20 33.60 1 Rivella grün 5.30 5.30 1 A.Schorle 5.30 5.30 1 GnoCasalingha 22.50 22.50 4 Risotto Asparagi 27.50 110.00 1 Spargel Natur 27.50 27.50 1 Pizza agli Asparagi 24.50 24.50 1 Spargel Milanese 29.50 29.50 3 Menu 1 16.90 50.70 2 Menu 2 23.90 47.80 Rechnungsbetrag Fr. 415.50 Eur 377.70 MWST NETTO STEUER BRUTTO 1=7.7% 385.79 29.71 415.50 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA MARATHON PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,17.04.2019,415.5,CHF
Da Paulo (6),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 7805 10.09.2019 TISCH 68 22:14:09 3 Coca Cola 5.30 15.90 2 Aqua Pan. 11 11.20 22.40 2 San Pellegri 11 11.20 22.40 1 Taglia. Padrone 28.50 28.50 1 Tortell.B. Salvia 21.50 21.50 1 Scalopp. Limone 35.50 35.50 3 Cordonble Kalb 39.50 118.50 1 PettoDiPollo 27.50 27.50 2 Espresso 4.60 9.20 1 Gordon'sGin 10.50 10.50 1 Papale fl. 52.00 52.00 3 Martini Bianco 8.50 25.50 1 Poulet Sommer 27.50 27.50 1 Zusätzlichegetränke 3.50 3.50 1 + 6.00 SFr. 6.00 6.00 Rechnungsbetrag Fr. 426.40 Eur 387.60 MWST NETTO STEUER BRUTTO 1 1=7.7% 395.91 30.49 426.40 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,10.09.2019,426.4,CHF
Da Paulo (60),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 1 21 Rechnun: g 3748 03.05.2018 TISCH 68 22:08:05 2 Aqua Pan. 11 10.90 21.80 2 San Pellegri 11 10.90 21.80 1 Scaloppine Limone 34.50 34.50 1 Scalop. Marsala 34.50 34.50 5 1dl Nero d.Avola 6.50 32.50 2 Espresso 4.50 9.00 2 Kaffee Creme 4.50 9.00 5 1 dl Pinot Grigio 6.50 32.50 1 F1 Nero d. Avola 45.00 45.00 1 1 kugel 3.50 3.50 3 PolloSpargeln 27.50 82.50 1 Spargel Milanese 28.50 28.50 1 Verde 8.50 8.50 1 Salattellen 18.50 18.50 1 FragoleMascarpone 10.50 10.50 Rechnungsbetrag Fr. 392.60 Eur 356.90 MWST NETTO STEUER BRUTTO 1=7.7% 364.53 28.07 392.60 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,03.05.2018,392.6,CHF
Da Paulo (61),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung g 7770 09.09.2019 TISCH 63 21:28:45 1 Aqua Pan. 11 11.20 11.20 1 Scalop. Marsala 35.50 35.50 3 Filleto Tegamino 41.50 124.50 5 Espresso 4.60 23.00 3 Sanbitter 5.50 16.50 3 Stange 3dl 4.70 14.10 1 Papale fl. 52.00 52.00 1 Rinds Entre 250g 46.50 46.50 2 Rinds Filet 150g 41.50 83.00 1 Vitello Tonnato 30.50 30.50 1 Miss Italia 24.50 24.50 2 Gr.Antip Misto 27.50 55.00 Rechnungsbetrag Fr. 516.30 Eur 469.40 MWST NETTO STEUER BRUTTO 1 = 7.7% 479.39 36.91 516.30 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.52] MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.52,09.09.2019,516.3,CHF
Da Paulo (62),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung g 10072 24.11.2018 TISCH 12 00:58:07 10 Coca Cola 5.30 53.00 20 Cola Zero 5.30 106.00 20 San Pell. 5dl 6.30 126.00 7 San Pellegri 11 11.20 78.40 5 Papale fl. 49.50 247.50 3 Arnais 49.00 147.00 Rechnungsbetrag Fr. 757.90 Eur 689.00 MWST NETTO STEUER BRUTTO 1=7.7% 703.71 54.19 757.90 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,24.11.2018,757.9,CHF
Da Paulo (63),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 1 21 Rechnung 9476 06.11.2019 TISCH 65 20:41:16 1 Hit 7 29.90 29.90 2 Espresso 4.60 9.20 2 Prosecco 1dl 9.50 19.00 5 1dl Papale 7.80 39.00 1 Grosse Tatar 37.50 37.50 2 Pros. Spumante 9.50 19.00 2 Nüsslisalat 14.90 29.80 Rechnungsbetrag Fr. 183.40 Eur 166.70 MWST NETTO STEUER BRUTTO 1 = 7.7% 170.29 13.11 183.40 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,06.11.2019,183.4,CHF
Da Paulo (64),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 3849 07.05.2018 TISCH 68 21:24:40 4 Aqua Pan. 11 10.90 43.60 1 Scalop. Marsala 34.50 34.50 1 Filleto Tegamino 40.50 40.50 1 Orangesaft 4.50 4.50 2 Espresso 4.50 9.00 1 Papale fl. 49.50 49.50 1 Rinds Filet 250g 49.50 49.50 2 Pferdefilet 250g 42.50 85.00 1 Spargel Ravioli 23.50 23.50 3 Aperol Spritz 12.00 36.00 1 Martini Bianco 7.50 7.50 2 +100g 10.00 20.00 1 K1.CrudoParma 14.50 14.50 1 Gr Carpaccio 26.50 26.50 3 Gr.Antip Misto 26.50 79.50 Rechnungsbetrag Fr. 523.60 . Eur 476.00 MWST NETTO STEUER BRUTTO 1=7.7% 486.17 37.43 523.60 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,07.05.2018,523.6,CHF
Da Paulo (65),RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnun g 7256 22.08.2019 TISCH 3 12:42:25 4 Cola Zero 5.30 21.20 1 San Pell. 5dl 6.30 6.30 2 Aqua Pan. 5dl 6.30 12.60 1 RisZafferano 27.50 27.50 1 GemüseSommen 27.50 27.50 2 Menu 1 16.90 33.80 3 Menu 2 23.90 71.70 Rechnungsbetrag Fr. 200.60 Eur 182.40 MWST NETTO STEUER BRUTTO 1 = 7.7 % 186.26 14.34 200.60 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,22.08.2019,200.6,CHF
Da Paulo (66),RISTORANTE DA withing PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 21 Rechnung 6455 27.07.2019 TISCH 69 21:45:45 1 San Pellegri 11 11.20 11.20 1 DangeloProvencale 35.50 35.50 3 Espresso 4.60 13.80 1 Kaffee Creme 4.60 4.60 1 Fl.Tamaral 54.00 54.00 2 1 kugel 3.80 7.60 2 Gamberoni Griglia 39.50 79.00 1 TexasBurger300g 34.50 34.50 Rechnungsbetrag Fr. 240.20 Eur 218.40 MWST NETTO STEUER BRUTTO 1 = 7.7% 223.03 17.17 240.20 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.52 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.52,27.07.2019,240.2,CHF
