file_name,text_extract,supp_name,supp_vat,date,amount,currency
Migros market (236), HERE MIGROS L GENOSSENSCHAFT MIGROS ZÜRICH MM DOBENDORF TEL. 044 801 66 77 UNSERE OEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF Schmelzkäse Gruyère 2 x 2.50 5.00 1 MH Trauben gemischt 3.90 1 Birnen Williams 1.95 1 Baumnüsse Grenoble 4.50 1 Plastiksack 0.05 2 TOTAL 15.40 POSTFINANCE CARD 15.40 Buchung PostFinance Card XXXX9420 09.04.2018 15:04 #31425732/463/A0000001110101*00110159/39 -78450954/16BMay/00000000004/E0B32A4CD891 F4B7D21B12A4B0832268/2# Total-EFT CHF: 15.40 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 15.35 0.37 2 7.70 0.05 0.00 INFORMATION BESTEN DANK FÜR IHREN EINKAUF! MEDIA 3040300909150400001540 ART 00006 TRANSAKTION: 03009 BEDIEN. KNR KST. DATUM ZEIT 0000992 304 150054 09.04.2018 15:04,MIGROS ZÜRICH,CHE-105.970.604,09.04.2018,15.4,CHF
Veneziana (6)," Pizzeria Veneziana Usterstrasse 61 8600 Dübendorf 044 501 88 33 www.pizzeriaveneziana.ch Quittung 19.05.19, 20:04:39 1 Wasser mit 4.00 1 Wasser ohne 4.00 1 Moretti 4.50 1 San Pell. Aranciata 4.00 1 San Pell. Limonata 4.00 2 Insalata Verde FR 7.00 14.00 1 Insalata Verde IT 7.00 1 Insalata Mista FR 9.00 1 1/2 P 1/2 D 19.00 1 M 15.00 1 Venezia (no UOVO no salamino) 19.00 2 Amore 21.00 42.00 1 Brot 3.00 1 Peroni Gran Riserva 6.00 Total: 154.50CHF www.WaiterOne.net",Pizzeria Veneziana,,19.05.2019,154.5,CHF
Migros market (87), MIGROS GENOSSENSCHAFT MIGROS ZORICH TAKE AWAY GLATT TEL. 044 839 20 50 --- UNSERE OEFFNUNGSZEITEN MO-SA: 09:00-20:00 CHF Baguette weiss 2 X 2.20 4.40 1 SEMMELI 5 X 1.10 5.50 1 TOTAL 9.90 BAR 100.00 ZURUECK 90.10 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 9.90 0.24 BESTEN DANK FÜR IHREN EINKAUF! 0930208422084800000990 VERKAEUFER : 0000020 Cardoso Maria ART 00007 TRANSAKTION: 02084 BEDIEN. KNR KST. DATUM ZEIT 0000893 093 150564 22.02.2019 08:48,MIGROS GENOSSENSCHAFT,CHE-105.970.604,22.02.2019,9.9,CHF
Da Paulo (160), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch S Tel: 044 730 21 21 Rechnung 2892 29.03.2019 TISCH 60 21:28:22 1 San Pellegri 11 11.20 11.20 2 Cordonble Kalb 39.50 79.00 5 1dl Papale 7.80 39.00 2 Chardonnay 6.80 13.60 Rechnungsbetrag Fr. 142.80 Eur 129.80 MWST NETTO STEUER BRUTTO 1 = 7.7% 132.59 10.21 142.80 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,29.03.2019,142.8,CHF
Da Paulo (183), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 6381 25.07.2019 TISCH 308 21:32:09 3 Penne Padrone 28.50 85.50 1 Tag. Padrone 28.50 28.50 2 Coca Cola 5.30 10.60 2 San Pell. 5dl 6.30 12.60 1 Aqua Pan. 5dl 6.30 6.30 1 Eistee 5.30 5.30 1 Vitello Tonnato 30.50 30.50 2 Lady 6.50 13.00 2 Kl.Caprese 14.50 29.00 1 Tiramisu 9.50 9.50 1 Banana Split 11.50 11.50 1 Elvis 6.50 6.50 Rechnungsbetrag Fr. 248.80 Eur 226.20 MWST NETTO STEUER BRUTTO 1 = 7.7% 231.01 17.79 248.80 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,25.07.2019,248.8,CHF
Coop market (198)," sib nanori coop Für mich und dich. Zürich Tiefenbrunnen Artikel Menge Preis Aktion Total Sandwich XXL 260G 216 5.95 11.90 0 Coca Zero 0.85 0.85 0 idoM TOTAL CHF 12.75 y PAY 12.75 Purchase V PAY Contactless XXXXXXXXXXXXXXX0104 30.10.2020 12:32 #31411767*01013096/GVPL7V/00000000002# Total-EFT CHF: 12.75 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 12.75 0.31 Anzahl gekaufter Artikel tiw 3 eib Erhalten physische Samelmarken OV Badezimmer Trophy assib 2 ES BEDIENTE SIE Springer (Coop Team) Danke viel Mal für Ihre Ichauf 9900010585230102000012751246 30.10.20 12:31 05852 00008000 001 0001246",COOP GENOSSENSCHAFT,CHE-116.311.185,30.10.2020,12.75,CHF
Da Paulo (30), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 2 Rechnung g 7799 10.09.2019 TISCH 302 19:21:11 2 Filetto di Manzo 41.50 83.00 1 Aqua Pan. 5dl 6.30 6.30 1 Papale fl. 52.00 52.00 Rechnungsbetrag Fr. 141.30 Eur 128.50 MWST NETTO STEUER BRUTTO 1 = 7.7% 131.20 10.10 141.30 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum/nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,10.09.2019,141.3,CHF
Da Paulo (123), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 6090 16.07.2019 TISCH 182 21:42:12 2 Hugo 10.50 21.00 1 Spag Arrabbiata 22.50 22.50 1 Aqua Pan. 5dl 6.30 6.30 1 Auberginepiccata 25.50 25.50 2 Kaffee Creme 4.60 9.20 1 2 kugel 7.60 7.60 1 Tiramisu 9.50 9.50 Rechnungsbetrag Fr. 101.60 Eur 92.40 MWST NETTO STEUER BRUTTO 1 = 7.7% 94.34 7.26 101.60 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,16.07.2019,101.6,CHF
Post (49), DIEPOST 8031 Zürich 31 Industriequartier 15.10.2020 / 16:17 / S3 Bestätigung Quittung Post CH AG Wankdorfallee 4 3030 Bern UID: CHE-116.302.542 MWST CHF 60.00 1 Zoo Zürich_Retailo Bemerkungen: 6299120012336155 60.00 Total CHF Maestro Contactless -60.00 Buchung Karte Nr. xxxx4202 Trx-Seq.Nr.: 75682 Trm_ID: 23975069 Aut-Code: 110970 0.00 Rückgeld www.post.ch Contact Center 0848 888 888 Besten Dank für Ihren Besuch,Post CH AG,CHE-116.302.542,15.10.2020,60.0,CHF
Denner market (160)," DENNER Schlieren Freiestrasse 52 8952 Schlieren 058 999 04 11 M Bezeichnung Betrag B Vittel Pet 6x1,5L Aktion statt 5.90 2.95 Total CHF 2.95 ineristaneden Bargeld CHF 20.00 Rückgeld CHF 17.05 B MWSt. 2.5% 2.95 0.07 Total MWSt: 2.95 0.07 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: S. Ramadani Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 01.02.2019. 19:14 #:86056 C:41101 6668605601363683",DENNER Schlieren,CHE-105.904.292,01.02.2019,2.95,CHF
Coop market (20)," coop Für mich und dich. Wallisellen Richti-Shopping Artikel Menge Preis Aktion Total Big Silserb.Gipfel 4 1.30 5.20 0 French Croissant 54G 4 1.25 5.00 0 Doppelbuerli 2St 180 1 1.50 1.50 0 Berliner 2St 130G 1 2.20 2.20 0 MH Choco Croissant 4 1.80 7.20 0 Salami Rustico 0.077 4.10 4.10 0 Marlboro Red B-PT 1 8.80 8.80 1# Marlboro Gold B-PT 1 8.80 8.80 1# Cigarettes 5.50 PI 2 5.50 11.00 1# TOTAL CHF 53.80 BAR 53.80 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 25.20 0.61 1 7.70 28.60 2.04 Anzahl gekauften Artikel 19 SUPERCARD NR.: 2501****** 6557 ALTER PUNKTESTAND SALDO 7940 SUB-/TOTAL EXCL.* 53.80 53 SUPERPUNKTE AUS EINKAUF 53 NEUER PUNKTESTAND SALDO 7993 Erhalten physische Sammelmarken Grill-Win 1 Kappa Trophy 5 Outdoor 5 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATT ES BEDIENTE SIE Frau Ferati Dankão für Ihre Ichauf 990002085061607200005380495 4 16.07.20 08:47 08506 00370942 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,16.07.2020,53.8,CHF
Lidl (28), Lidl lohnt sich. www.darum-lidl.ch Kostenlose Kundenhotline: 0800 857 000 www.lidl.ch/kontakt CHF HUG Lebkuchenmischung 3.95 A Hokkaido Kürbis 1.44 A 0.968 kg X 1.49 CHF/kg Kaugummi White 2.29 A Chenin Blanc 2.95 B Chasselas Romand VdP 4.49 B Zwischensumme 15.12 Rundung -0.02 Total CHF 15.10 Bar 50.00 Rückgeld -34.90 A 2.5 % MwSt von 7.68 0.19 B 7.7 % MwSt von 7.44 0.53 0326 126642/01 21.10.20 18:53 MWST Nr.:CHE-116.347.467 MWST,Lidl,CHE-116.347.467,21.10.2020,15.1,CHF
Migros, MIGROS GENOSSENSCHAFT MIGROS ZURICH TAKE AWAY GLATT TEL. 044 839 20 50 --- UNSERE DEFFNUNGSZEITEN MO-SA: 09:00-20:00 CHF Schweins-Spare Ribs 0.246kg X 39.00 CHF/kg 9.60 1 TARA 0.011kg Pouletschenke) natur 0.176kg X 30.00 CHF/kg 5.30 1 TARA 0.002kg Pouletschenkel natur 0.186kg X 30.00 CHF/kg 5.60 1 TARA 0.002kg -10% gesamtes Sort. 2.05- TOTAL 18.45 BAR 20.00 ZURUECK 1.55 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 18.45 0.45 CUMULUS-NUMMER: 2099.355.613.481 ERHALTENE PUNKTE: 18.450 BESTEN DANK FOR IHREN EINKAUF! 0900567812114400001845 VERKAEUFER: 0000006 Abdurrahman Kiling ART 00003 TRANSAKTION: 05678 C BEDIEN. KNR KST. DATUM ZEIT 0000890 090 150564 12.06.2019 11:44,MIGROS GENOSSENSCHAFT,CHE-105.970.604,12.06.2019,18.45,CHF
Denner market (31)," DENNER Schlieren Freiestrasse 52 8952 Schlieren 058 999 04 1 11 M Bezeichnung Betrag B Denner Skyr Heildelbeer 150g 1.20 B Emmi Milchreis Vanille 200g 2 X 1.40 2.80 B D-Pouletbrust indisch 150g 2.80 B ölz Nuss-Stangen 150g 1.95 B Denner Cervelas 2 X 100g 2.25 B Denner Geflügellyoner 400g 3.25 B D-Pouletfleischkäse 115g 3 X 1.30 3.90 A Lebara Mobile Voucher 10 10.00 # Rabatt -0.10 Total CHF 28.05 Bargeld CHF 200.00 Rückgeld CHF 171.95 A MWSt. frei 9.90 0.00 B MWSt. 2.5% 18.15 0.44 Total MWSt: 28.05 0.44 MwSt Nr. CHE-105.904.292 MWST # Rabatt nicht kumulierbar Es bediente Sie: M. KRAL Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 24.01.2020 09:48 #:48408 C:41101 6664840801364040 Nachlade Beleg RECHARGE RECEIPT 24.01.2020 09:48 Lebara Seriennummer: 146156896 Trm-Id: 31400218 ECR-Seq: 4481 Ref-Number: 372012 Trx. Seq-Cnt: 00372012 priunisM still anu 912 nelist BE Voucher-Service CHF: nub 10.00 24.01.2020 09:48",DENNER Schlieren,CHE-105.904.292,24.01.2020,28.05,CHF
Coop market (199)," ROSK coop Für mich und dich. Wallisellen Richti-Shopping Artikel Menge Preis Aktion Total Ruchbrot 500G 1 1.15 1.15 0 Big Silsergipfel 8 1.30 10.40 0 Schoggiweggli 72G 1 1.75 1.75 0 Doppelbuerli 2St 180 1 1.50 1.50 0 Bürli 90G 1 0.75 0.75 I Semmeli 80G 2 4 0.80 1.60 0 Marlboro Red B-PT 1 8.60 8.60 1# SHOW HOT TOTAL CHF 25.75 BAR 100.75 Zurück CHF -75.00 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWS1 0 2.50 17.15 0.42 1 7.70 8.60 0.61 Anzahl gekaufter Artikel 15 SUPERCARD NR.: 2501******6557 ALTER PUNKTESTAND SALDO 7043 SUB-/TOTAL EXCL.* 25.75 25 SUPERPUNKTE AUS EINKAUF 25 NEVER PUNKTESTAND niW SALDO 7068 107 siz show Hate Erhalten physische Samnelmarken ATEAM Trophy Frühstück 5 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATT ES BEDIENTE SIE Frau Ferati Dankã für Ihre Ichauf ci ablubo stow Hota 9900020613227012000025754954 27.01.20 08:43 06132 00370942 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,27.01.2020,25.75,CHF
Punto (20), Puntog RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr.1-6825 20:56:26 11.09.2019 3x Panaché 3x Divers. Antipasti Fr 5.00 Fr 15.00 1x Pizzoccheri alla Fr 15.00 Fr 45.00 1x Ravioli al tartuf Fr 21.00 Fr 21.00 1x Divers. Carne Fr 21.00 Fr 21.00 2x Limoncello Fr 32.00 Fr 32.00 Fr 6.00 Fr 12.00 1x Divers. Liköre Fr 7.00 Fr 7.00 Total Fr 153.00 Gegeben (Bar) Fr 153.00 MwSt.% Brutto Netto MwSt. 7.7% Fr 153.00 Fr 142.06 Fr 10.94 Bedient von: Service Punto9 Tisch: Tisch 1 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Puntog RISTORANTE CAFFE BAR,CHE-208.429.690,11.09.2019,153.0,CHF
New Point (4), new Hount zurcherstrasse 32 8400 Winterthur Tel. 052/212 19 29 Rechnung 1384 07.05.2019 TISCH 101 12:44:32 1 Pet 4.- - 4.00 4.00 1 Poulet Curry 16.00 16.00 Rechnungsbetrag Fr. 20.00 MWST NETTO STEUER BRUTTO 2 :: 2.5 % 19.51 0.49 20.00 Es bediente Sie Kellner 4 Vielen Dank und auf Wiedersenen bis zum nächsten mal MWSt CHE-110.540.592,new Hount,CHE-110.540.592,07.05.2019,20.0,CHF
Coop market (61)," coop Für mich und dich. Wallisellen Richti-Shopping Artikel Menge Preis Aktion Total Doppelbuerli 2St 180 1 1.50 1.50 0 Big Silsergipfel 1 1.30 1.30 0 Salami Rustico 0.078 4.15 4.15 0 Max Havelaar Bananen 0.813 2.40 2.40 0 Marlboro Red B-PT 1 8.80 8.80 1# Marlboro Gold B-PT 1 8.80 8.80 1# TOTAL CHF 26.95 BAR 30.95 Zurück CHF -4.00 COOP GENOSSENSCHAFT, CHE-116.311.185 MWST GR MWST% TOTAL MWST 0 2.50 9.35 0.23 1 7.70 17.60 1.26 Anzahl gekaufter Artikel 6 SUPERCARD NR.: 2501******6557 ALTER PUNKTESTAND SALDO 9887 SUB-/TOTAL EXCL.* 26.95 26 SUPERPUNKTE AUS EINKAUF 26 NEVER PUNKTESTAND SALDO 9913 Erhalten physische Samelmarken Badezimmen Trophy 2 # ARTIKEL NUR PUNKTEBERECHTIGT / KEIN RABATT ES BEDIENTE SIE Frau Dreyer Dankão für Ihre Ichauf 990002041671310200002695495 4 13.10.20 08:40 04167 00409482 002 0004954",COOP GENOSSENSCHAFT,CHE-116.311.185,13.10.2020,26.95,CHF
Denner market (175)," DENNER EXPRESS Schlieren Freiestrasse 52 8952 Schlieren 058 999 04 11 M Bezeichnung Betrag B Coca Cola Zero Dose 4x6x33cl 19.20 B Coca Cola Dose 4x6x33cl 19.20 B San Pellegrino PET 6x1.25L 3 X 3.80 Aktion statt 17.10 11.40 B S. Bened Ice Tea Pfir 6x1,5L 3 X 5.90 17.70 Total CHF 67.50 Bargeld CHF 20.00 Bargeld CHF 50.00 Rückgeld CHF 2.50 B MWSt. 2.5% 67.50 1.65 Total MWSt: 67.50 1.65 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: S. Ramadani Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 26.09.2020 08:58 #:64579 C:41101 6666457901364286",DENNER EXPRESS Schlieren,CHE-105.904.292,26.09.2020,67.5,CHF
Da Paulo (107), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 16.11.2019 TISCH 5 19:54:31 1 Tag. Padrone 28.50 28.50 1 GnoGorgonzola 22.50 22.50 1 K1. .Tagli Salmone 26.50 26.50 2 Stange 3dl 4.70 9.40 2 Gespr. Weiswein 8.50 17.00 2 1dl Papale 7.80 15.60 1 Campari Orange 10.50 10.50 1 Mista 9.50 9.50 1 Gr Carpaccio 27.50 27.50 1 Minestrone 9.50 9.50 1 Texas Burger150gr 26.50 26.50 1 Speck 3.00 3.00 Rechnungsbetrag Fr. 206.00 Eur 187.30 MWST NETTO STEUER BRUTTO 1 = 7.7 % 191.27 14.73 206.00 Es bediente Sie Salvatore Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,16.11.2019,206.0,CHF
Da Paulo (151), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 3544 18.04.2019 TISCH 60 22:27:52 2 San Pell. 5dl 6.30 12.60 1 Aqua Pan. 5dl 6.30 6.30 1 FilettoPepeVerde 41.50 41.50 1 Scalopp.Limone 35.50 35.50 1 Tomatensaft 4.80 4.80 1 Rosato 7.40 7.40 6 Espresso 4.60 27.60 1 Doppio 6.60 6.60 1 Absolut Vodka 11.50 11.50 2 Fl.RiberaDuero 68.00 136.00 2 Cou. Romanoff 12.50 25.00 2 Rinds Filet 250g 51.50 103.00 1 2 kugel 7.00 7.00 1 Campari Soda 8.50 8.50 1 Zusätzlichegetränke 3.50 3.50 1 Verde 8.50 8.50 1 Mista 9.50 9.50 1 Margherita 16.50 16.50 2 + 6.00 SFr. 6.00 12.00 Rechnungsbetrag Fr. 483.30 Eur 439.40 MWST NETTO STEUER BRUTTO 7.7% 448.75 34.55 483.30 Es bediente Sie Oliviero Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,18.04.2019,483.3,CHF
Denner market (41)," nebnerleteneden DENNER Dübendorf Wallisellenstrasse 17 8600 Dübendorf 058 999 06 61 M Bezeichnung Betrag B Sprite PET 1.5L 3 X 2.20 6.60 Total CHF 6.60 Bargeld CHF 7.00 Rückgeld CHF 0.40 pnunisM erril anu 912 nelieT B MWSt 2.5% \\b.19nneb 191nu 6.60 0.16 Total MWSt: 19bo tim 6.60 0.16 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: F. Ok-öter Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch !pnuni9M 08.06.2019 18:02 #:24514 C:66101 6662451405423810",DENNER,CHE-105.904.292,08.06.2019,6.6,CHF
Da Paulo (57), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 7351 24.08.2019 TISCH 157 22:16:17 1 Feldschl. 5dl 6.70 6.70 1 Panache 3dl 4.70 4.70 1 Hugo 10.50 10.50 1 San Pellegri 11 11.20 11.20 1 Schwe. Paniert 27.50 27.50 1 Stange 3dl 4.70 4.70 1 Glass Hahnenwasser 1.00 1.00 5 Aperol Spritz 12.00 60.00 1 Miss Italia 24.50 24.50 3 Extra 2.00 6.00 1 K1.CrudoParma 14.50 14.50 1 Mista 9.50 9.50 1 Kl.Caprese 14.50 14.50 2 K1.SteakSalat 13.50 27.00 1 Kl.Antip Misto 19.50 19.50 1 KINDER SCALOPPINA 19.50 19.50 1 Prosciutto 18.50 18.50 1 Calzone 21.50 21.50 1 Gamberoni Ruc. 24.50 24.50 1 Pizza Padrone 24.50 24.50 Rechnungsbetrag Fr. 350.30 Eur 318.50 MWST NETTO STEUER BRUTTO 1 = 7.7 % 325.26 25.04 350.30 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,24.08.2019,350.3,CHF
Da Paulo (153), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 7282 22.08.2019 TISCH 101 13:19:24 1 Hit 5 37.50 37.50 1 Insalata daPaulo 25.50 25.50 1 Penne Arrabiata 22.50 22.50 2 P. Paulo 24.50 49.00 2 Coca Cola 5.30 10.60 2 Cola Zero 5.30 10.60 1 San Pell. 5dl 6.30 6.30 1 Aqua Pan. 5dl 6.30 6.30 1 Eistee 5.30 5.30 1 Kl. Diavolo 19.50 19.50 1 Pizza Padrone 24.50 24.50 Rechnungsbetrag Fr. 217.60 Eur 197.80 MWST NETTO STEUER BRUTTO 1 = 7.7% 202.04 15.56 217.60 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.521 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.521,22.08.2019,217.6,CHF
Denner market (69)," DENNER Dübendorf Wallisellenstrasse 17 8600 Dübendorf 044 822 30 01 M Bezeichnung Betrag B Maizena 250g 1.95 Total CHF 1.95 Bargeld CHF 5.00 Rückgeld CHF 3.05 B MWSt. 2.5% 1.95 0.05 Total MWSt: 1.95 0.05 MwSt Nr. CHE-105.904.292 MWST Es bediente Sie: Asmir Batilovic Besten Dank für Ihren Einkauf! Auf Wiedersehen, Ihr Denner Team. Immer aktuell informiert mit dem Denner Newsletter unter www.denner.ch 22.02.2018 13:23 #:45303 C:66102 6664530305433339",DENNER Dübendorf,CHE-105.904.292,22.02.2018,1.95,CHF
Da Paulo (13), RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE Goldschlägiplatz 2 8952 Schlieren www.dapaulo.ch Tel: 044 730 21 21 Rechnung 10494 09.12.2019 TISCH 28 20:36:34 1 Tagliat Casa 25.50 25.50 1 Penne Padrone 28.50 28.50 1 P. Fiorentina 19.50 19.50 1 Coca Cola 5.30 5.30 1 Aqua Pan. 11 11.20 11.20 2 Espresso 4.60 9.20 2 Kaffee Creme 4.60 9.20 1 1 kugel 3.80 3.80 1 Minestrone 9.50 9.50 1 KINDER PIZZA 11.50 11.50 Rechnungsbetrag Fr. 133.20 Eur 121.10 MWST NETTO STEUER BRUTTO 1 = 7.7% 123.68 9.52 133.20 Es bediente Sie Naki Vielen Dank und auf Wiedersehen bis zum nächsten mal..... CHE-292.794.52 MWST,RISTORANTE DA PAULO CUCINA ITALIANA & STEAK HOUSE,CHE-292.794.52,09.12.2019,133.2,CHF
Punto (91), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr 1-5966 10:19:52 17.06.2019 1x Divers. Speisen Fr 740.00 Fr 740.00 Total Fr 740.00 Gegeben (Bar) Fr 740.00 MwSt.% Brutto Netto MwSt. 7.7% Fr 740.00 Fr 687.09 Fr 52.91 Bedient von: Service Punto9 Tisch: Stammtisch Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,17.06.2019,740.0,CHF
Lidl (4), Linz Lidl lohnt sich. www.darum-lidl.ch Kostenlose Kundenhotline: 0800 857 000 www.lidl.ch/kontakt CHF Trauben hell Premium Cot 1.99 A Zwischensumme 1.99 Rundung -0.04 Dein Lidl Preis 1.95 Bar 2.00 Rückgeld -0.05 A 2.5 % MwSt von 1.99 0.05 0326 104815/03 31.10.20 18:18 MWST.Nr.:CHE-116.347.467 MWST,Lidl,CHE-116.347.467,31.10.2020,1.95,CHF
Migros market (234), <<<< MIGROS el GENOSSENSCHAFT MIGROS ZORICH MM TEL. R 044 801 66 77 UNSERE DEFFNUNGSZEITEN MO-SA: 08:00-20:00 CHF AKT Eisbergsalat 1.90 1 Aktion 0.65- 1 AKT Eisbergsalat 1.90 1 Aktion 0.65- 1 Bio Pinienkerne 100g 2 X 7.30 14.60 1 AKT Gorgonzola Selezione 4.00 1 AKT Gorgonzola Selezione 4.45 1 AKT Gorgonzola Selezione bns 4.10 1 Kopfsalat rot 1.90 1 Basilikum pningoda Isiooa asb exbebtn 3 X 2.00 6.00 1 Eichblattsalat not 1.20 1 Bon Chef Bratensauce 3.90 1 Knorr Bratensauce 369 1.95 1 TOTAL 44.60 BAR 100.00 ZURUECK 55.40 MWST-NUMMER: CHE-105.970.604 MWST GR MWST% TOTAL MWST 1 2.50 44.60 1.09 CUMULIUS-NUMMER: 2099.317.932.119 ERHALTENE PUNKTE: 44.600 denne BESTEN DANK FüR IHREN EINKAUF! el 16 0060220229104300004460 ART 00014 TRANSAKTION 02202 C BEDIEN. KNR KST. DATUM ZEIT 0000130 006 150054 29.05.2018 10:43,MIGROS el GENOSSENSCHAFT,CHE-105.970.604,29.05.2018,44.6,CHF
Punto (9), Punto RISTORANTE CAFFE BAR Wallisellenstr. 9 8600 Dübendorf WWW.PUNTO9.CH Rechnung Nr. 1-6849 22:01:46 12.09.2019 1x Pizzoccheri alla Fr 21.00 Fr 21.00 1x Risotto alla Mila Fr 23.50 Fr 23.50 1x Moretti 0.33 Fr 5.50 Fr 5.50 1x Col Reale Bianco Fr 6.00 Fr 6.00 2x Vitello Tonnato Fr 19.50 Fr 39.00 1x Acqua Panna 1 1t Fr 9.50 Fr 9.50 1x Elios Negroamaro Fr 15.00 Fr 15.00 2x Espresso Fr 2.80 Fr 5.60 Total Fr 125.10 Gegeben (Bar) Fr 125.10 MwSt.% Brutto Netto MwSt. 7.7% Fr 125.10 Fr 116.16 Fr 8.94 Bedient von: Service Punto9 Tisch: Tisch 9 Terminal: Hauptkasse Danke für Ihren Besuch! MWST: CHE-208.429.690 orderbird POS iPad Kassensystem,Punto RISTORANTE CAFFE BAR,CHE-208.429.690,12.09.2019,125.1,CHF
